id,symbol,side,strategy,entry_price,exit_price,qty,sl,tp,pnl,pnl_pct,reason,opened_at,closed_at,atr,confidence,regime
d42482cc,LTC_USDT,buy,"macd_ema, fib_retracement",44.81,44.44,213.65097077,44.473303822761636,45.483392354476734,-79.050859,,sl_hit,2026-07-12T14:55:58.489257+00:00,2026-07-12T21:30:27.618843+00:00,0.22446411815891026,,TRENDING_UP
5204e9e9,2Z_USDT,buy,"macd_ema, scalp",0.07347,0.07314,10041.56798693,0.0734701,0.07649491642312449,-3.313717,,sl_hit,2026-07-12T14:57:05.496938+00:00,2026-07-12T21:30:27.622043+00:00,0.0010083054743748323,,TRENDING_UP
bc390e0d,FARTCOIN_USDT,buy,macd_ema [single],0.1507,0.14739,13376.89449237,0.1475602592012522,0.1569794815974956,-44.277521,,sl_hit,2026-07-12T11:37:50.276384+00:00,2026-07-12T21:35:41.919131+00:00,0.0020931605324985333,,BREAKOUT
b3a34b2a,POL_USDT,buy,macd_ema [single],0.07965,0.08051,726.6549152499999,0.0803788,0.08103717922019538,0.624923,,manual_close,2026-07-12T14:55:58.027309+00:00,2026-07-12T21:41:08.799286+00:00,0.000462393073398458,,TRENDING_UP
9d164b2e,LINK_USDT,buy,macd_ema [single],8.014,8.064,0.9081044099999998,8.014009999999999,8.162000694101629,0.045405,,manual_close,2026-07-12T11:20:31.074297+00:00,2026-07-12T21:41:19.227103+00:00,0.049333564700542974,,TRENDING_UP
